Id,Label,department,type,type2,posid,rankint,ranktrad,location,trsl,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,modularity_class,eigencentrality,clustering
3350,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,19,"0,116495","0,131904","556,953013","0,00007",20,"0,001862","0,266667"
4198,藍翎,軍功,Honorific,Performance,NA,,NA,Court,NA,1,4,5,1,4,5,18,"0,113004","0,127322","549,156638","0,00006",20,"0,001466","0,15"
3263,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,18,"0,119046","0,134848","546,597504","0,00007",20,"0,001963","0,2"
3397,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,18,"0,119046","0,134848","546,597504","0,00007",20,"0,001963","0,2"
2910,加銜,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,18,"0,116714","0,130226","540,939825","0,000062",20,"0,001524","0,333333"
3312,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,19,"0,115465","0,130839","505,553514","0,000062",20,"0,001524","0,233333"
3446,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,19,"0,115465","0,130839","505,553514","0,000062",20,"0,001524","0,233333"
4123,藍翎,軍功,Honorific,Performance,NA,,NA,Court,NA,1,5,6,1,5,6,18,"0,11953","0,13584","501,982537","0,000078",20,"0,002469","0,2"
3280,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,19,"0,114807","0,129612","493,869426","0,000071",20,"0,002037","0,266667"
3414,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,19,"0,114807","0,129612","493,869426","0,000071",20,"0,002037","0,266667"
2716,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,16,"0,125612","0,140257","488,911457","0,000071",20,"0,002058","0,233333"
2788,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,16,"0,125612","0,140257","488,911457","0,000071",20,"0,002058","0,233333"
4126,藍翎,軍功,Honorific,Performance,NA,,NA,Court,NA,1,5,6,1,5,6,18,"0,119338","0,135194","480,803027","0,00008",20,"0,002552","0,233333"
4068,藍翎,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,19,"0,116364","0,128241","469,198748","0,000067",20,"0,001615","0,166667"
2463,加銜,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,16,"0,123027","0,137669","456,544929","0,000068",20,"0,001675","0,166667"
3254,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,19,"0,117553","0,132899","445,90267","0,000063",20,"0,001566","0,233333"
3388,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,19,"0,117553","0,132899","445,90267","0,000063",20,"0,001566","0,233333"
4069,藍翎,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,19,"0,115094","0,125927","443,688486","0,000096",20,"0,003051","0,166667"
4012,巴圖鲁,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,18,"0,119012","0,1295","442,921704","0,000079",20,"0,00187","0,166667"
1449,卓異,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,16,"0,127673","0,145547","436,698894","0,000221",20,"0,007788","0,3"
3493,卓異,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,16,"0,127673","0,145547","436,698894","0,000221",20,"0,007788","0,3"
4013,巴圖鲁,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,18,"0,119024","0,129513","430,550451","0,000059",20,"0,001372","0,166667"
3999,巴圖鲁,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,17,"0,122512","0,140517","424,16726","0,000249",20,"0,007788","0,166667"
3996,巴圖鲁,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,18,"0,119012","0,1295","402,810714","0,000097",20,"0,002731","0,166667"
4028,巴圖鲁,軍功,Honorific,Performance,NA,,NA,Court,NA,1,6,7,1,8,9,17,"0,122121","0,138173","401,002645","0,000082",20,"0,002455","0,142857"
4141,藍翎,軍功,Honorific,Performance,NA,,NA,Court,NA,1,5,6,1,5,6,18,"0,117311","0,132374","400,680826","0,00007",20,"0,001887","0,233333"
4166,藍翎,軍功,Honorific,Performance,NA,,NA,Court,NA,1,5,6,1,5,6,18,"0,1173","0,132366","399,980826","0,000064",20,"0,001552","0,233333"
3279,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,18,"0,117292","0,132274","399,409306","0,00007",20,"0,001887","0,233333"
3413,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,18,"0,117292","0,132274","399,409306","0,00007",20,"0,001887","0,233333"
3304,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,18,"0,117281","0,132265","398,709306","0,000064",20,"0,001552","0,233333"
3438,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,18,"0,117281","0,132265","398,709306","0,000064",20,"0,001552","0,233333"
3317,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,18,"0,11722","0,131709","383,859662","0,000085",20,"0,002537","0,233333"
3451,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,18,"0,11722","0,131709","383,859662","0,000085",20,"0,002537","0,233333"
4022,巴圖鲁,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,17,"0,120067","0,133247","375,055089","0,000086",20,"0,002398","0,166667"
4026,巴圖鲁,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,17,"0,120078","0,133265","374,147927","0,00009",20,"0,002558","0,166667"
4000,巴圖鲁,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,17,"0,122515","0,140524","369,644497","0,000151",20,"0,004401","0,166667"
1442,卓異,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,17,"0,123768","0,139389","364,695948","0,000156",20,"0,006333","0,2"
3486,卓異,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,17,"0,123768","0,139389","364,695948","0,000156",20,"0,006333","0,2"
3259,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,18,"0,120843","0,137387","358,920086","0,000081",20,"0,002422","0,190476"
3393,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,18,"0,120843","0,137387","358,920086","0,000081",20,"0,002422","0,190476"
1445,卓異,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,17,"0,123201","0,138457","351,185574","0,000136",20,"0,004262","0,266667"
3489,卓異,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,17,"0,123201","0,138457","351,185574","0,000136",20,"0,004262","0,266667"
4001,巴圖鲁,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,17,"0,120064","0,133237","338,221804","0,000156",20,"0,00398","0,166667"
4011,巴圖鲁,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,17,"0,120064","0,133237","338,221804","0,000201",20,"0,005336","0,166667"
3228,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,18,"0,12043","0,136709","337,336027","0,0001",20,"0,002555","0,190476"
3362,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,18,"0,12043","0,136709","337,336027","0,0001",20,"0,002555","0,190476"
4121,藍翎,軍功,Honorific,Performance,NA,,NA,Court,NA,1,4,5,1,5,6,18,"0,118901","0,134047","334,490514","0,000081",20,"0,002422","0,2"
4005,巴圖鲁,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,17,"0,120075","0,133263","327,219468","0,000067",20,"0,001774","0,166667"
1269,休致,處分,Performance,NA,NA,,NA,all,NA,1,2,3,1,5,6,19,"0,106162","0,116318","325,89384","0,000086",20,"0,002398","0,333333"
3264,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,18,"0,120746","0,137304","322,769817","0,00008",20,"0,002552","0,190476"
3398,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,18,"0,120746","0,137304","322,769817","0,00008",20,"0,002552","0,190476"
1371,加級,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,17,"0,124366","0,140207","320,913488","0,000141",20,"0,00398","0,3"
1450,卓異,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,16,"0,127679","0,145552","320,399693","0,000136",20,"0,004401","0,3"
3494,卓異,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,16,"0,127679","0,145552","320,399693","0,000136",20,"0,004401","0,3"
3261,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,18,"0,12081","0,137813","318,557526","0,000078",20,"0,002469","0,166667"
3395,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,18,"0,12081","0,137813","318,557526","0,000078",20,"0,002469","0,166667"
1270,休致,處分,Performance,NA,NA,,NA,all,NA,1,2,3,1,5,6,19,"0,107372","0,117944","317,186478","0,000082",20,"0,002119","0,333333"
4004,巴圖鲁,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,17,"0,120072","0,133259","308,988051","0,000077",20,"0,001819","0,166667"
461,紀錄,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,17,"0,125072","0,138345","307,939863","0,000126",20,"0,006236","0,45"
1451,卓異,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,17,"0,123538","0,138934","284,399522","0,000141",20,"0,00398","0,233333"
3495,卓異,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,17,"0,123538","0,138934","284,399522","0,000141",20,"0,00398","0,233333"
3318,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,18,"0,119527","0,135878","267,182884","0,000072",20,"0,002065","0,214286"
3452,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,18,"0,119527","0,135878","267,182884","0,000072",20,"0,002065","0,214286"
1377,加級,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,17,"0,125489","0,145747","259,61066","0,000149",20,"0,003935","0,266667"
4179,藍翎,軍功,Honorific,Performance,NA,,NA,Court,NA,1,4,5,1,4,5,18,"0,112014","0,125339","252,919824","0,000085",20,"0,002537","0,15"
4180,藍翎,軍功,Honorific,Performance,NA,,NA,Court,NA,1,5,6,1,5,6,18,"0,117711","0,133128","229,868787","0,000072",20,"0,002065","0,233333"
4046,巴圖鲁,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,17,"0,120781","0,134268","193,862453","0,00006",20,"0,001403","0,166667"
346,試用學習,捐班候補,Purchase,Commission,NA,,NA,all,NA,1,4,5,1,6,7,17,"0,132636","0,145802","171,906398","0,000067",20,"0,002408","0,333333"
347,試用學習,捐班候補,Purchase,Commission,NA,,NA,all,NA,1,4,5,1,6,7,17,"0,132636","0,145802","171,906398","0,000067",20,"0,002408","0,333333"
1326,休致,處分,Performance,NA,NA,,NA,all,NA,1,2,3,1,5,6,20,"0,102839","0,113769","169,456854","0,000062",20,"0,001524","0,333333"
3998,巴圖鲁,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,17,"0,120064","0,133237","168,64204","0,000151",20,"0,004262","0,166667"
3997,巴圖鲁,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,17,"0,120072","0,133259","168,34204","0,000173",20,"0,006333","0,166667"
4015,巴圖鲁,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,17,"0,120072","0,133259","168,34204","0,000068",20,"0,001675","0,166667"
771,紀錄,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,17,"0,117231","0,133288","161,523379","0,000074",20,"0,003474","0,3"
1288,紀錄,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,19,"0,114261","0,130157","158,577985","0,000062",20,"0,001524","0,3"
1307,紀錄,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,19,"0,114261","0,130157","158,577985","0,000062",20,"0,001524","0,3"
4018,巴圖鲁,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,17,"0,120769","0,13426","140,362537","0,000106",20,"0,003196","0,166667"
4024,巴圖鲁,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,17,"0,120766","0,134256","140,362537","0,000082",20,"0,002119","0,166667"
4020,巴圖鲁,軍功,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,17,"0,12076","0,134245","139,195871","0,000092",20,"0,003158","0,166667"
674,各倉監督,倉場,Commission,NA,NA,,NA,Beijing,NA,1,5,6,1,6,7,19,"0,114258","0,130124","131,447124","0,000088",20,"0,004277","0,3"
340,試用學習,捐班候補,Purchase,Commission,NA,,NA,all,NA,1,5,6,1,6,7,18,"0,122097","0,135618","121,474878","0,000064",20,"0,002408","0,2"
341,試用學習,捐班候補,Purchase,Commission,NA,,NA,all,NA,1,5,6,1,6,7,18,"0,122097","0,135618","121,474878","0,000064",20,"0,002408","0,2"
1497,紀錄,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,17,"0,123694","0,142875","114,035173","0,000149",20,"0,003935","0,366667"
1370,加級,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,16,"0,124313","0,139813","80,005489","0,000136",20,"0,004401","0,266667"
1369,加級,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,16,"0,123541","0,138712","71,984602","0,000221",20,"0,007788","0,266667"
1271,休致,處分,Performance,NA,NA,,NA,all,NA,1,2,3,1,5,6,18,"0,10718","0,11632","62,892627","0,000077",20,"0,00207","0,333333"
1489,紀錄,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,16,"0,123015","0,13763","58,539863","0,000221",20,"0,007788","0,233333"
1268,休致,處分,Performance,NA,NA,,NA,all,NA,1,2,3,1,5,6,18,"0,107957","0,117655","50,121506","0,000073",20,"0,002088","0,333333"
1267,休致,處分,Performance,NA,NA,,NA,all,NA,1,2,3,1,5,6,18,"0,106729","0,116734","48,115873","0,000071",20,"0,001897","0,333333"
451,紀錄,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,18,"0,123815","0,136779","43,006602","0,000204",20,"0,010184","0,35"
328,奉政大夫,品級考,Final,NA,C66-品級考 : P425-奉政大夫,11,5a,all,Final Rank,10,0,10,10,0,10,0,0,0,0,"0,000458",20,"0,0141",0
326,中憲大夫,品級考,Final,NA,C66-品級考 : P423-中憲大夫,13,4a,all,Final Rank,4,0,4,4,0,4,0,0,0,0,"0,000291",20,"0,005821",0
1646,鄉試主考,鄉試,Commission,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,16,"0,125107","0,141316",0,"0,000068",20,"0,001782","0,333333"
1648,鄉試主考,鄉試,Commission,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,16,"0,125501","0,141915",0,"0,000084",20,"0,002339","0,333333"
1683,會試同考,會試,Commission,NA,NA,,NA,Beijing,NA,1,7,8,1,7,8,17,"0,129585","0,146901",0,"0,000082",20,"0,003158","0,285714"
1684,會試同考,會試,Commission,NA,NA,,NA,Beijing,NA,1,6,7,1,7,8,17,"0,123296","0,139918",0,"0,000081",20,"0,002398","0,357143"
1686,會試同考,會試,Commission,NA,NA,,NA,Beijing,NA,1,5,6,1,5,6,18,"0,117179","0,131092",0,"0,00008",20,"0,002552","0,4"
1689,會試同考,會試,Commission,NA,NA,,NA,Beijing,NA,1,5,6,1,5,6,17,"0,114945","0,129158",0,"0,00006",20,"0,001492","0,433333"
4987,會試同考,會試,Commission,NA,NA,,NA,Beijing,NA,1,5,6,1,5,6,18,"0,116793","0,130012",0,"0,000081",20,"0,002422","0,566667"
1576,交部,處分,Performance,NA,NA,,NA,all,NA,1,1,2,1,6,7,19,"0,109847","0,116489",0,"0,000276",20,"0,005336",1
1578,交部,處分,Performance,NA,NA,,NA,all,NA,1,1,2,1,6,7,17,"0,116977","0,12647",0,"0,000107",20,"0,002289",1
1579,交部,處分,Performance,NA,NA,,NA,all,NA,1,1,2,1,6,7,18,"0,115947","0,123954",0,"0,000077",20,"0,001675",1
1594,交部,處分,Performance,NA,NA,,NA,all,NA,1,1,2,1,6,7,19,"0,109847","0,116489",0,"0,000276",20,"0,005336",1
1596,交部,處分,Performance,NA,NA,,NA,all,NA,1,1,2,1,6,7,17,"0,116977","0,12647",0,"0,000107",20,"0,002289",1
1597,交部,處分,Performance,NA,NA,,NA,all,NA,1,1,2,1,6,7,18,"0,115947","0,123954",0,"0,000077",20,"0,001675",1
4871,嚴議,處分,Performance,NA,NA,,NA,all,NA,1,1,2,1,2,3,19,"0,109852","0,116516",0,"0,000086",20,"0,001344","0,5"
4873,嚴議,處分,Performance,NA,NA,,NA,all,NA,1,1,2,1,2,3,17,"0,116983","0,126497",0,"0,00007",20,"0,001339","0,5"
4874,嚴議,處分,Performance,NA,NA,,NA,all,NA,1,1,2,1,2,3,18,"0,115952","0,123981",0,"0,000067",20,"0,001338","0,5"
4889,革留,處分,Performance,NA,NA,,NA,all,NA,1,1,2,1,4,5,19,"0,109852","0,116516",0,"0,000086",20,"0,001344","0,5"
4891,革留,處分,Performance,NA,NA,,NA,all,NA,1,1,2,1,4,5,17,"0,116983","0,126497",0,"0,00007",20,"0,001339","0,5"
4892,革留,處分,Performance,NA,NA,,NA,all,NA,1,1,2,1,4,5,18,"0,115952","0,123981",0,"0,000067",20,"0,001338","0,5"
269,左右侍郎,理藩院,Ranked,NA,C51-理藩院 : P314/5-左右侍郎,17,2a,Beijing,Vice Ministers of Court of Colonial Affairs,21,13,34,29,13,42,20,"0,106212","0,125762","653982,575553","0,000654",21,"0,051677","0,085057"
268,尚書,理藩院,Ranked,NA,C51-理藩院 : P313-尚書,18,1b,Beijing,Minister of Court of Colonial Affairs,20,13,33,40,13,53,19,"0,113554","0,131703","296677,598458","0,000577",21,"0,039972","0,074713"
189,左侍郎,吏部,Ranked,NA,C37-吏部 : P232-左侍郎,17,2a,Beijing,Vice Minister of Personnel,16,14,30,24,14,38,20,"0,104401","0,123551","245000,366981","0,000452",21,"0,03816","0,078348"
231,滿缺署丞,光祿寺,Ranked,NA,C43-光祿寺 : P276-滿缺署丞,6,7b,Beijing,Manchu Assistant Director of Court of Imperial Entertainments,17,7,24,17,7,24,19,"0,10232","0,114863","241597,300076","0,000389",21,"0,045351","0,162338"
256,館卿,會同四譯館,Ranked,NA,C48-會同四譯館 : P301-館卿,13,4a,Beijing,Chief Minister of Interpreters and Translators Institute,47,6,53,52,7,59,16,"0,129262","0,145298","175541,995201","0,001389",21,"0,134498","0,072704"
257,郎中,會同四譯館,Ranked,NA,C48-會同四譯館 : P302-郎中,11,5a,Beijing,Department Director of Interpreters and Translators Institute,38,7,45,47,7,54,16,"0,126852","0,142594","147799,168915","0,00097",21,"0,089625","0,036545"
270,郎中,理藩院,Ranked,NA,C51-理藩院 : P316-郎中,11,5a,Beijing,Department Director in Court of Colonial Affairs,14,7,21,15,7,22,16,"0,126645","0,142549","146519,954036","0,00059",21,"0,054346","0,071895"
274,郎中,內務府,Ranked,NA,C52-內務府 : P320-郎中,11,5a,Court,Department Director in Imperial Household Department,47,7,54,49,7,56,17,"0,123052","0,139143","146498,814125","0,001186",21,"0,11396","0,04449"
271,員外,理藩院,Ranked,NA,C51-理藩院 : P317-員外,10,5b,Beijing,Vice Department Director in Court of Colonial Affairs,40,7,47,40,7,47,17,"0,115914","0,130135","131550,627266","0,000834",21,"0,103718","0,081395"
275,員外,內務府,Ranked,NA,C52-內務府 : P321-員外,10,5b,Court,Vice Department Director in Imperial Household Department,48,7,55,50,7,57,17,"0,115817","0,129686","126625,27523","0,001181",21,"0,122888","0,04898"
20,騎都尉,世爵,Honorific,Start,C2-世爵 : P20-騎都尉,0,NA,all,Hereditary Nobility Senior Commandant-ìn-chief of Cavalry,2,4,6,4,6,10,17,"0,113663","0,12575","116780,553788","0,000071",21,"0,008036","0,25"
148,七品筆帖式,各部院,Ranked,NA,C31-各部院 : P184-七品筆帖式,7,7a,Beijing,Han Bannerman Clerk 7th Rank,11,7,18,11,7,18,19,"0,112169","0,127817","114528,314862","0,000339",21,"0,041456","0,17033"
236,滿缺主事,太僕寺,Ranked,NA,C44-太僕寺 : P281-滿缺主事,9,6a,Beijing,Manchu Secretary of Court of Imperial Stud,34,7,41,38,7,45,18,"0,111071","0,124618","112361,897084","0,000592",21,"0,064601","0,039039"
272,主事,理藩院,Ranked,NA,C51-理藩院 : P318-主事,9,6a,Beijing,Secretary in Court of Colonial Affairs,29,7,36,29,7,36,18,"0,109485","0,124042","110216,464026","0,000519",21,"0,066523","0,074866"
273,總管,內務府,Ranked,NA,C52-內務府 : P319-總管,15,3a,Court,Supervisor-in-chief of Imperial Household Department,38,7,45,39,7,46,16,"0,130661","0,15094","96416,53954","0,001005",21,"0,079469","0,054268"
12,官學生,出身,Start,NA,C1-出身 : P12-官學生,0,NA,all,Manchu Student,1,5,6,2,6,8,19,"0,1083","0,124206","93644,58134","0,000071",21,"0,006118","0,166667"
194,主事,鑾儀衛,Ranked,NA,C38-鑾儀衛 : P239-主事,9,6a,Court,Secretary at Imperial Procession Guard,42,7,49,46,7,53,18,"0,108995","0,122473","85238,279612","0,000621",21,"0,079608","0,050242"
700,革留,處分,Performance,NA,NA,,NA,all,NA,1,4,5,1,7,8,18,"0,12321","0,133959","82776,130139","0,000088",21,"0,005872","0,25"
21,雲騎尉,世爵,Honorific,Start,C2-世爵 : P21-雲騎尉,0,NA,all,Hereditary Nobility Commandant of Fleet-as-clouds Cavalry,2,4,6,4,6,10,17,"0,119818","0,134874","82535,12136","0,000071",21,"0,008036","0,25"
235,滿缺員外,太僕寺,Ranked,NA,C44-太僕寺 : P280-滿缺員外,11,5a,Beijing,Manchu Vice Department Director of Court of Imperial Stud,13,7,20,17,7,24,17,"0,115623","0,129712","80258,347315","0,000397",21,"0,048184","0,125"
4868,軍臺,處分,Performance,NA,NA,,NA,all,NA,1,4,5,1,5,6,16,"0,155544","0,169211","79819,130139","0,000079",21,"0,001353","0,15"
280,經歷,宗人府,Ranked,NA,C53-宗人府 : P326-經歷,9,6a,Court,Registrar at Imperial Clan Court,6,7,13,6,7,13,18,"0,115648","0,12945","79174,074207","0,000334",21,"0,035783","0,208333"
709,鹽政,鹽院,Commission,NA,NA,,NA,provinces,NA,22,5,27,22,6,28,16,"0,131633","0,148046","78965,418075","0,000569",21,"0,048428","0,089231"
1627,嚴議,處分,Performance,NA,NA,,NA,all,NA,1,2,3,1,3,4,17,"0,137498","0,148627","78459,130139","0,000069",21,"0,001654","0,5"
149,八品筆帖式,各部院,Ranked,NA,C31-各部院 : P185-八品筆帖式,5,8a,Beijing,Han Bannerman Clerk 8th Rank,12,7,19,14,7,21,20,"0,107316","0,123975","70311,647654","0,000262",21,"0,029568","0,192308"
7,筆帖式,出身,Start,NA,C1-出身 : P7-筆帖式,0,NA,all,Bannerman Clerk,1,3,4,2,4,6,20,"0,102947","0,115686","68981,187994","0,000071",21,"0,006118","0,333333"
683,鑾儀使,鑾儀衛,Commission,NA,NA,,NA,Beijing,NA,33,6,39,33,6,39,16,"0,129356","0,147374","58380,810193","0,000837",21,"0,068371","0,067568"
704,欽差大臣,欽差,Commission,NA,NA,,NA,provinces,NA,8,5,13,9,5,14,20,"0,107504","0,129499","52697,666529","0,000286",21,"0,021674","0,151515"
278,副理事,宗人府,Ranked,NA,C53-宗人府 : P324-副理事,10,5b,Court,Deputy Administrator at Imperial Clan Court,17,7,24,17,7,24,17,"0,116364","0,131556","50667,787647","0,000391",21,"0,044385","0,100791"
258,員外,會同四譯館,Ranked,NA,C48-會同四譯館 : P303-員外,10,5b,Beijing,Vice Department Director of Interpreters and Translators Institute,5,7,12,9,7,16,17,"0,125454","0,140706","50161,988617","0,000152",21,"0,00974","0,077778"
277,理事官,宗人府,Ranked,NA,C53-宗人府 : P323-理事官,11,5a,Court,Administrator at Imperial Clan Court,18,7,25,19,7,26,17,"0,118395","0,132872","49709,219858","0,000469",21,"0,049051","0,099567"
150,九品筆帖式,各部院,Ranked,NA,C31-各部院 : P186-九品筆帖式,3,9a,Beijing,Han Bannerman Clerk 9th Rank,7,6,13,9,7,16,20,"0,102652","0,11515","48383,181886","0,00019",21,"0,01994","0,277778"
245,贊禮郎,太常寺,Ranked,NA,C45-太常寺 : P290-贊禮郎,3,9a,Beijing,Ceremonial Assistant of Court of Imperial Sacrifices,4,7,11,4,7,11,20,"0,109581","0,126441","41728,994701","0,000096",21,"0,00692","0,160714"
237,滿缺主簿,太僕寺,Ranked,NA,C44-太僕寺 : P282-滿缺主簿,7,7a,Beijing,Manchu Recorder of Court of Imperial Stud,14,7,21,14,7,21,19,"0,109372","0,1239","38772,068083","0,000301",21,"0,035428","0,173203"
1133,三品至五品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,16,"0,119616","0,134654","36648,757122","0,000247",21,"0,014948",0
706,加級,大計,Performance,NA,NA,,NA,provinces,NA,19,5,24,21,6,27,16,"0,129188","0,152564","34050,906694","0,000433",21,"0,036116","0,106719"
1168,三品至五品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,17,"0,122347","0,13699","33607,578336","0,000194",21,"0,013518",0
1108,六品以下軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,19,"0,101407","0,112404","29922,934848","0,000097",21,"0,00595",0
1134,三品至五品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,17,"0,122247","0,136746","29840,752198","0,000168",21,"0,010975",0
244,讀祝官,太常寺,Ranked,NA,C45-太常寺 : P289-讀祝官,3,9a,Beijing,Prayer Reader of Court of Imperial Sacrifices,5,7,12,5,7,12,20,"0,107402","0,123659","28655,316546","0,000096",21,"0,008973","0,339286"
650,六品以下京察,京察,Performance,NA,NA,,NA,Beijing,NA,1,6,7,1,7,8,18,"0,117179","0,130836","25962,890361","0,000122",21,"0,008898","0,1"
1165,三品至五品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,17,"0,122205","0,13666","25854,158125","0,000122",21,"0,00616",0
712,鹽政,鹽院,Commission,NA,NA,,NA,provinces,NA,19,5,24,19,6,25,17,"0,122193","0,137912","24228,000496","0,000422",21,"0,040064","0,108696"
1169,三品至五品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,17,"0,117792","0,130383","23692,848946","0,000193",21,"0,014299",0
1164,一品二品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,21,"0,097902","0,114656","23299,15055","0,000093",21,"0,006752",0
703,鑾儀使,鑾儀衛,Commission,NA,NA,,NA,Beijing,NA,1,6,7,1,6,7,20,"0,107307","0,128249","21829,967619","0,000093",21,"0,006752","0,333333"
1112,三品至五品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,17,"0,117814","0,130375","21703,306923","0,000098",21,"0,005725",0
1171,三品至五品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,17,"0,116903","0,131341","21279,474038","0,000107",21,"0,006241",0
